,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
77,"['ABOVE ALL ELSE', 'Renekton']","['KingSοrαx3', 'Khazix']","['Gomasushi', 'Viktor']","['uwondr', 'Ezreal']","['AFN Fede', 'Nautilus']","['qin shî huang', 'Ornn']","['PiotrPrzepiórka', 'Trundle']","['Philand', 'Vladimir']","['Dezzó', 'Xayah']","['Rodeeur', 'Rakan']",Victoire des Bleus
78,"['kind potato', 'Camille']","['Ung Hertug', 'Trundle']","['Dùc', 'Sylas']","['Damori', 'Caitlyn']","['Rodeeur', 'Rakan']","['Cheithrome', 'Mordekaiser']","['NinjąQ8', 'Hecarim']","['KayaCin', 'Akshan']","['NPCid52311103', 'Ashe']","['Yoon Ze Ri', 'Renata']",Victoire des Rouges
79,"['LFT BRK 34', 'Sett']","['BR ORION', 'Kindred']","['ReH1DDE', 'Akali']","['Pientaszek ŁAAA', 'Kalista']","['Skymunk', 'Taric']","['Démon Roubaisien', 'Ornn']","['Schwartzy', 'RekSai']","['LonelyFrog', 'Syndra']","['Brobi', 'Jinx']","['Rodeeur', 'Rakan']",Victoire des Bleus
80,"['Honezt', 'Sett']","['Tyshiro', 'Sejuani']","['OR Opeduy', 'Syndra']","['G3T0UT0FMYH3ADXD', 'Ezreal']","['Taape', 'Blitzcrank']","['Ptih', 'Maokai']","['WIP Carhartt', 'Graves']","['WP PoG', 'Ekko']","['Rodeeur', 'Jhin']","['KHO Yuri', 'Pyke']",Victoire des Bleus
81,"['Dépressif 2 Loco', 'Olaf']","['Kackis', 'Blitzcrank']","['Wirinec', 'Gragas']","['MrHB1804', 'Sivir']","['MariusK28', 'Lulu']","['Litschi Huhn', 'Zed']","['abc123456', 'Khazix']","['coffee addict23', 'Aatrox']","['laazaga', 'Syndra']","['Rodeeur', 'Rakan']",Victoire des Bleus
82,"['DHΛRC', 'Sion']","['HappyFeet Vector', 'Kayn']","['Eng Fizz', 'Fizz']","['elaV', 'Kaisa']","['Popcornchicks', 'Soraka']","['Melancholyboy', 'MonkeyKing']","['Impulsivo', 'Volibear']","['Blidzy', 'Sylas']","['MrHB1804', 'Sivir']","['Rodeeur', 'Rakan']",Victoire des Rouges
83,"['RED DRAGENN', 'Yone']","['Impulsivo', 'Sejuani']","['Eng Fizz', 'Fizz']","['AD Kavée', 'MissFortune']","['Norijaker', 'Blitzcrank']","['GeraldinevJx', 'Ivern']","['s10 dia stuck', 'MasterYi']","['Rutisfolio', 'Ryze']","['Milfshake', 'Tristana']","['Rodeeur', 'Rakan']",Victoire des Rouges
84,"['Sweeney', 'Yone']","['Tinkie Winkiee', 'Graves']","['2023DIV2READY', 'Akali']","['YuukaQQ', 'Xayah']","['NavareteGita', 'Janna']","['mαti koks', 'Garen']","['Christos', 'FiddleSticks']","['pls ap jg', 'Zed']","['Nefαriøus', 'Kaisa']","['Rodeeur', 'Rakan']",Victoire des Rouges
85,"['Degcube', 'Olaf']","['Połar', 'Skarner']","['Try2V1NextTime', 'Katarina']","['DANS LA ZØNE', 'Twitch']","['Rodeeur', 'Rakan']","['SL Yeengar', 'Riven']","['Irruptus', 'Hecarim']","['SYLÀS', 'Sylas']","['Lunar Ark ', 'Ezreal']","['inactu', 'Yuumi']",Victoire des Bleus
86,"['DWX', 'Fiora']","['Irruptus', 'Hecarim']","['LikeBram', 'Orianna']","['BumminAndBussin', 'Nilah']","['Rodeeur', 'Rakan']","['SL Yeengar', 'Riven']","['One Week LCS', 'Evelynn']","['Try2V1NextTime', 'Katarina']","['Aldenwor', 'Aphelios']","['who is the dady', 'Renata']",Victoire des Bleus
87,"['DWX', 'Akali']","['Sylogene gaming', 'Nunu']","['Gin Kurosawa', 'Zed']","['GEN Rul3r', 'Jinx']","['SwS Serenity', 'Lulu']","['TheFraude', 'Gnar']","['kndhhi', 'MasterYi']","['Philand', 'Vladimir']","['Vegan Waffle', 'Tristana']","['Rodeeur', 'Rakan']",Victoire des Bleus
88,"['EL ANIMAL ', 'Fiora']","['Impulsivo', 'Sejuani']","['SwordArt', 'Orianna']","['Lec 2024', 'Ashe']","['Rodeeur', 'Rakan']","['ADCs are garbage', 'Garen']","['EU JG KING', 'JarvanIV']","['RΛYMINTON', 'Katarina']","['Meveo', 'Caitlyn']","['LE SHARKOUILLE', 'Lux']",Victoire des Rouges
89,"['RSV CrowMac', 'Trundle']","['Chef Valyakuza', 'Ekko']","['Boom The Tower', 'Ziggs']","['RXXse', 'Draven']","['Rodeeur', 'Rakan']","['FBC5 Margita', 'Ornn']","['CYP350', 'Rengar']","['BlueOwll', 'Vex']","['Idirzz', 'Caitlyn']","['mc pvp god', 'Seraphine']",Victoire des Bleus
90,"['Deadnight400', 'Mordekaiser']","['Tinkie Winkiee', 'Vi']","['BaldingBart', 'Xerath']","['Idirzz', 'Caitlyn']","['Rodeeur', 'Rakan']","['WeakSideRole', 'Volibear']","['Zaptor', 'Khazix']","['Ksanen', 'Anivia']","['Enustaml', 'Draven']","['Rookie551', 'Neeko']",Victoire des Rouges
91,"['Zempi', 'Kayle']","['C12 H17 N2 Ö4 P', 'Vi']","['GDG Pajkaro', 'Lissandra']","['HelpMeMommy', 'Ashe']","['Rodeeur', 'Rakan']","['IlllIIllIIIlllI', 'Mordekaiser']","['7 Eyes 0 Skill', 'MasterYi']","['Enshalon', 'Vladimir']","['Avocado214', 'Caitlyn']","['JDG T1 DK EDG', 'Sona']",Victoire des Rouges
92,"['ΒRNA Fanboy', 'Riven']","['Glücksgefühl', 'Hecarim']","['Rip in Peace DFG', 'Leblanc']","['save ur time ff', 'Caitlyn']","['Rodeeur', 'Velkoz']","['I talk A LOT sry', 'Vayne']","['dregnn', 'Shyvana']","['i beg let me be', 'Malzahar']","['CoffeeSip69', 'Draven']","['Dusk', 'Blitzcrank']",Victoire des Rouges
93,"['Godbro', 'Lillia']","['CGG Dzondzy', 'LeeSin']","['Ðementer', 'Leblanc']","['Kirito1er', 'Ezreal']","['Zoophobias', 'Bard']","['Wooowie', 'Sylas']","['On Your Adc', 'Hecarim']","['Krïss la Krass', 'Zed']","['A Ð Ace', 'Samira']","['Rodeeur', 'Rakan']",Victoire des Bleus
94,"['utiom542', 'Singed']","['Tirworth', 'Viego']","['Kidioten', 'Sylas']","['felfela ', 'Kaisa']","['Rodeeur', 'Pyke']","['Helnakensbrorsa', 'Irelia']","['437', 'Karthus']","['Tobzu357', 'Viktor']","['XMW', 'Kalista']","['L9 11', 'Renata']",Victoire des Rouges
95,"['ar4i', 'Sona']","['Woi and Oi', 'Kayn']","['Màxus', 'Syndra']","['DreeamWalker', 'Yasuo']","['Thoson', 'Blitzcrank']","['SkullNounours', 'Illaoi']","['420 fleX', 'RekSai']","['Katarina Legend', 'Katarina']","['KC HANS', 'Vayne']","['Rodeeur', 'Rakan']",Victoire des Rouges
96,"['ar4i', 'Sona']","['Miracle Runner', 'Graves']","['Anteringelin', 'Xerath']","['I3ateo', 'Draven']","['Keria Risu', 'Nami']","['e11eevem', 'Gragas']","['1000BeersFarian', 'Nunu']","['AMËNO', 'Viktor']","['ramitis', 'Caitlyn']","['Rodeeur', 'Rakan']",Victoire des Bleus
97,"['TheGame', 'Sion']","['EnRo HugoDerJugo', 'Volibear']","['Aki Kyaa', 'Vladimir']","['HAO4EVER', 'Varus']","['Felixukun', 'Soraka']","['BFG BrannMolvik', 'Illaoi']","['Erkeco', 'Karthus']","['Play Date To You', 'Qiyana']","['Míseo', 'Kaisa']","['Rodeeur', 'Rakan']",Victoire des Rouges
98,"['Radsport4ever', 'Gragas']","['Sir Panger', 'Hecarim']","['Mi Rä El', 'Heimerdinger']","['ISAAC DU TIRRO', 'Ashe']","['ACBB KINGMANDELA', 'Zilean']","['MistaBoonga', 'Sett']","['itsnotmeitsyou', 'Nidalee']","['Espeduar', 'Zed']","['Aphneius', 'Kaisa']","['Rodeeur', 'Rakan']",Victoire des Bleus
99,"['Shonen Fan', 'Pantheon']","['Blue Eyed Lucy', 'Khazix']","['Play Date To You', 'Syndra']","['JunnaDaBop', 'Ashe']","['DIEPSHNEEUW', 'Bard']","['Radsport4ever', 'Fiora']","['Doaenel 2 Dantes', 'Hecarim']","['Doctor Stones', 'Ahri']","['Phuohali', 'Draven']","['Rodeeur', 'Rakan']",Victoire des Rouges
100,"['Superhubο', 'Sett']","['AS CodeWar', 'Trundle']","['Only Akali', 'Akali']","['Pepps', 'Kaisa']","['Jonperi', 'Rell']","['Smurfcase Man', 'DrMundo']","['Gitson13', 'Udyr']","['Gleff', 'Syndra']","['highkick in face', 'Ashe']","['Rodeeur', 'Rakan']",Victoire des Rouges
101,"['Jeason Fiora', 'Fiora']","['Gitson13', 'Pantheon']","['Gleff', 'Syndra']","['highkick in face', 'Kaisa']","['Rodeeur', 'Rakan']","['Dirk Schollmeier', 'Jax']","['BR ORION', 'Viego']","['RΛYMINTON', 'Katarina']","['LNADA Eralex', 'Aphelios']","['COCG', 'Lulu']",Victoire des Rouges
102,"['Husky Mid', 'Pantheon']","['TTV WHittyOFC ', 'Graves']","['Weldope', 'Sylas']","['sry adc gap', 'Kaisa']","['AnEasyShot', 'Nami']","['Im Zeductive', 'Warwick']","['Silverath', 'Belveth']","['NNClown', 'Vladimir']","['v9 Xigma', 'Lucian']","['Rodeeur', 'Rakan']",Victoire des Bleus
103,"['unΙovable', 'Karthus']","['HBT Migoy', 'Shaco']","['SpoηgeTop', 'Zed']","['Otakam', 'Jinx']","['Rodeeur', 'Rakan']","['Buck La Baston', 'Akshan']","['tuffbird', 'Talon']","['voff3', 'Chogath']","['CJ Caramello', 'MissFortune']","['Fornari', 'Zoe']",Victoire des Bleus
104,"['Wickyd', 'Gangplank']","['Merveille', 'Khazix']","['Rodeeur', 'Ahri']","['worthless hoνno', 'Tristana']","['HNDM', 'Maokai']","['ZZG Caucha', 'Riven']","['Mirrai', 'Karthus']","['BIAŁAS', 'Qiyana']","['Unlucky Memer', 'MissFortune']","['Ma Homie Thresh', 'Thresh']",Victoire des Rouges
105,"['Karthusgf', 'Sion']","['99nh', 'MasterYi']","['Braldenora', 'Twitch']","['essabyczek', 'Sivir']","['Rodeeur', 'Rakan']","['Nefarian Serpine', 'Swain']","['Wilder Jungler', 'Kindred']","['Laynel mage acc', 'Azir']","['papi anto', 'Tristana']","['Van Dango', 'Soraka']",Victoire des Rouges
106,"['Achille test acc', 'Garen']","['Sjakal Dior', 'Maokai']","['Qad', 'Varus']","['Meveo', 'Caitlyn']","['GrombsonTTV', 'Karma']","['Delpiero1', 'Jax']","['War in D4', 'Nidalee']","['Cracker Island', 'Vladimir']","['svns', 'Samira']","['Rodeeur', 'Rakan']",Victoire des Bleus
107,"['Bestiãrius', 'Darius']","['legalyth', 'LeeSin']","['2ZED', 'Zed']","['Goth Boi Click', 'KogMaw']","['Demonaxs', 'Bard']","['op de brommer', 'Shen']","['Ibo Patrick', 'Maokai']","['Fofnaid', 'Viktor']","['Chelly Reche', 'Twitch']","['Rodeeur', 'Rakan']",Victoire des Bleus
108,"['Achille Léxilé', 'Sett']","['s7ptemb3r', 'LeeSin']","['UP5 justapotato', 'Vex']","['Firas Mahdhi', 'Kaisa']","['UP5 Beani', 'Leona']","['Its ok man', 'Camille']","['Feet Genie', 'Shaco']","['kbdxpg', 'Ekko']","['Buoy Smiles', 'Ezreal']","['Rodeeur', 'Rakan']",Victoire des Rouges
109,"['Stegri4', 'Sett']","['Brokenbarrel', 'Skarner']","['Murmel', 'Katarina']","['freggy', 'Veigar']","['Rodeeur', 'Rakan']","['Realmeafk', 'Tryndamere']","['Forgotten Future', 'Sejuani']","['CHOVY DA TUGA', 'Ahri']","['Arrow ft Bullet', 'Jinx']","['Andrew Tate is W', 'Zilean']",Victoire des Rouges
110,"['Josuays', 'Aatrox']","['Final Prince', 'Hecarim']","['1ksypers', 'Taliyah']","['Sev', 'Aphelios']","['Rodeeur', 'Rakan']","['On Your Adc', 'Jax']","['YourLocalBossman', 'Nunu']","['xCherry', 'Yone']","['ArôX', 'Draven']","['flapie1', 'Sylas']",Victoire des Bleus
111,"['rakniizlgixlaqia', 'Garen']","['S T Δ N K', 'Maokai']","['Sorquixe', 'Pantheon']","['AE DualGamer', 'Sivir']","['Freaksterrrr', 'Yuumi']","['Ihukne', 'Olaf']","['adryoko', 'Skarner']","['KC BOUBITO', 'Cassiopeia']","['Zora Ideale', 'Ezreal']","['Rodeeur', 'Rakan']",Victoire des Rouges
112,"['YuuNCO SAMA', 'Ornn']","['AlmightyOnTop', 'Ekko']","['Tempo Suta', 'Katarina']","['TopGMental', 'Tristana']","['Rodeeur', 'Rakan']","['LIMONCELL0 PAZZO', 'Maokai']","['Sriffow', 'Kindred']","['Hate is back', 'Syndra']","['White Mustang', 'Caitlyn']","['Xholilinne', 'Ashe']",Victoire des Bleus
113,"['silver rose y', 'Vladimir']","['HongShaoShiZiTou', 'Rengar']","['Kaw Kaw Im bird', 'Azir']","['EDG NaMei', 'Lucian']","['SzawełDobryczłek', 'Nami']","['rpfkddqv', 'Renekton']","['StampingHedgehog', 'Graves']","['TOG Ingram', 'Akali']","['YUM make it rain', 'Xayah']","['Rodeeur', 'Rakan']",Victoire des Rouges
114,"['BlokeOfMetal4', 'Renekton']","['ok fat', 'LeeSin']","['Dëfflok', 'Syndra']","['Joiningplay', 'Tristana']","['Sandels6pck', 'Blitzcrank']","['FéarlessFightér', 'Yone']","['int acc 11', 'Diana']","['ZippyCreepy', 'Malzahar']","['BotzeBotze', 'Xayah']","['Rodeeur', 'Rakan']",Victoire des Rouges
115,"['ZwoÄugigerZyklop', 'Aatrox']","['PuMnN', 'LeeSin']","['MalikIsReborn', 'Heimerdinger']","['ΨUΔ MΔDRΞ', 'MissFortune']","['Rodeeur', 'Rakan']","['Superhubο', 'Maokai']","['Sir Panger', 'Shyvana']","['Qiyana is my gff', 'Talon']","['Mirrai', 'Caitlyn']","['paysan correzien', 'Karma']",Victoire des Bleus
116,"['Blizz3WhitD', 'Irelia']","['711 711 711 711', 'Khazix']","['Sitchu', 'Akali']","['JDGHope1', 'Tristana']","['Rodeeur', 'Rakan']","['Kantoosh1v9', 'Maokai']","['lnsàne', 'Graves']","['Kaw Kaw Im bird', 'Azir']","['EI Pipas', 'Varus']","['FaR007', 'Thresh']",Victoire des Rouges
117,"['NiQL4S', 'Renekton']","['EggLalle', 'Elise']","['StereoHeroeZz', 'Syndra']","['JDGHope1', 'MissFortune']","['FaR007', 'Thresh']","['urîndanger', 'Quinn']","['tryhard jgl acc', 'Maokai']","['SPK Gwendal', 'Sylas']","['DzopSonek', 'Kaisa']","['Rodeeur', 'Rakan']",Victoire des Bleus
118,"['fart like tent', 'Singed']","['KlubbarN', 'Graves']","['Yxac', 'Akali']","['Pandamium', 'Lucian']","['Rodeeur', 'Rakan']","['twtv Khomzar', 'Akshan']","['ECF Simi', 'Khazix']","['SuicidalSushi', 'Orianna']","['Gerudo VaIIey', 'Irelia']","['I talk A LOT sry', 'Anivia']",Victoire des Bleus
119,"['I FíLL', 'Nasus']","['Sheeesh Cvprisun', 'LeeSin']","['Rebeca', 'Varus']","['PEAK RONALDINHO', 'Kaisa']","['CSS Quan', 'Braum']","['KingGnoms1', 'Ornn']","['0368', 'Hecarim']","['Le Joe Dassin', 'Syndra']","['Backrooms lvl188', 'Aphelios']","['Rodeeur', 'Rakan']",Victoire des Rouges
120,"['KolacicSaMrvicom', 'Akali']","['Uno Gl4ta', 'Trundle']","['kT Dyms', 'Kennen']","['Zugulu', 'Kaisa']","['Rodeeur', 'Rakan']","['Vandrerén', 'Yasuo']","['MalgaxJungleGod', 'Udyr']","['Traumtänzer', 'Zed']","['SMS', 'Twitch']","['You Got Trolled ', 'Yuumi']",Victoire des Bleus
121,"['Weakside Pengito', 'Aatrox']","['theladontour1', 'Graves']","['Emir of Dubai', 'Orianna']","['vDeadShØt', 'Jinx']","['Rodeeur', 'Rakan']","['Pekinek', 'Riven']","['hotmage720', 'Trundle']","['iKone', 'Fizz']","['Kabot', 'Twitch']","['ΜichaeloAηgelo', 'Swain']",Victoire des Bleus
122,"['Abażur', 'Sejuani']","['GBrown', 'Nocturne']","['Excinction', 'Syndra']","['The French Kiss', 'Aphelios']","['Atresha', 'Janna']","['Pekinek', 'Riven']","['Juandurwin', 'Hecarim']","['Sorquixe', 'Lux']","['Kabot', 'Caitlyn']","['Rodeeur', 'Rakan']",Victoire des Rouges
123,"['Xarathos', 'Ornn']","['N Untouched ', 'Amumu']","['TéléTeubaise', 'Leblanc']","['MaicWazowski', 'Samira']","['Rodeeur', 'Rakan']","['Šerif Alois', 'Darius']","['Typhex', 'Maokai']","['DarnedUrchin', 'Vladimir']","['Figger001', 'Sivir']","['Illuminux', 'Nami']",Victoire des Rouges
124,"['KB Rønin', 'Camille']","['lIl LeXaR lIl', 'Gragas']","['Im Rick James', 'Karma']","['Ua Ho11y', 'Caitlyn']","['Rodeeur', 'Velkoz']","['Feng Wangzi', 'Aatrox']","['Ararma', 'Trundle']","['Sqim v3', 'Nasus']","['JlNX', 'Seraphine']","['TGS Nerwin', 'Sona']",Victoire des Rouges
125,"['Bloodgreen', 'Garen']","['Reflect Bounder', 'Skarner']","['JustAJoke4u', 'Syndra']","['Schmeiduch', 'Draven']","['Status Neeko', 'Neeko']","['TheSecondWolf', 'Vayne']","['laspo', 'JarvanIV']","['Xenith1', 'Ekko']","['ChizzleMcNuggets', 'Caitlyn']","['Rodeeur', 'Rakan']",Victoire des Rouges
126,"['MULTIROLEPRODIGY', 'Sion']","['Felomecity', 'Kayn']","['Big Time Gangsta', 'Sylas']","['John Krαmer ', 'Draven']","['60126', 'Blitzcrank']","['vrwowz', 'Jax']","['piQuch v2', 'Graves']","['bat si fut', 'Orianna']","['Quannela', 'Sivir']","['Rodeeur', 'Rakan']",Victoire des Rouges
127,"['Bioniks1', 'Ornn']","['SPK Gwendal', 'Graves']","['Green Lightt', 'Ahri']","['Rodeeur', 'Jhin']","['EIMAI O SATANICO', 'Brand']","['abu shabula', 'Riven']","['TomerarenaiRiria', 'Belveth']","['GESCHLECHTSVERKE', 'Katarina']","['Travis FimmeI', 'Kalista']","['Coin Keeper', 'Rakan']",Victoire des Bleus
128,"['Bioniks1', 'Yorick']","['malo tebya', 'Kayn']","['abu shabula', 'Sylas']","['leeds ting', 'Singed']","['Dog Sex Everyday', 'Yuumi']","['كتارينا', 'Gwen']","['GORE RUCETE', 'Viego']","['Pastedko', 'Taliyah']","['lìl ambivert', 'MissFortune']","['Rodeeur', 'Rakan']",Victoire des Bleus
129,"['Qwingreny', 'Aatrox']","['XDXDDXDXDXDXDDX', 'JarvanIV']","['Iollaurther', 'Kassadin']","['DΕMOΝ', 'Karthus']","['mdynsuyog', 'Janna']","['Xarathos', 'Ornn']","['Waltoa', 'Shaco']","['KogInYourViJanna', 'Fizz']","['Kradornasha', 'Caitlyn']","['Rodeeur', 'Velkoz']",Victoire des Bleus
130,"['MurieljNvQfF', 'Yorick']","['Shurima is mine', 'Nasus']","['Stanke96', 'Seraphine']","['Rayluu', 'Draven']","['YoGimmeCurry', 'Thresh']","['N1phy', 'Darius']","['Magician', 'Nunu']","['open mid when', 'Qiyana']","['Lola Rodriguez', 'Aphelios']","['Rodeeur', 'Velkoz']",Victoire des Rouges
131,"['MurieljNvQfF', 'Fiora']","['2TA Julius', 'LeeSin']","['Devilos 4', 'Fizz']","['Lola Rodriguez', 'Aphelios']","['Rodeeur', 'Rakan']","['Support Njutare', 'Yone']","['Ðr Heimerdınger', 'Udyr']","['Hunter 177 Mo', 'Ornn']","['Cute Foxxy', 'Caitlyn']","['BlasSzan', 'Nidalee']",Victoire des Bleus
132,"['Muiouiose', 'Aatrox']","['Kiyoremalah', 'Rengar']","['PixeIKoz', 'Velkoz']","['RID SergioRammus', 'Jinx']","['AshNirh', 'Neeko']","['Call me Trashcan', 'Sett']","['Piklas', 'Evelynn']","['flip n fun', 'Katarina']","['1zyRcX9Rc3YA2xbI', 'Jhin']","['Rodeeur', 'Rakan']",Victoire des Bleus
133,"['jg sup gap', 'Fiora']","['Fear on bush', 'FiddleSticks']","['horny', 'Yasuo']","['BNAC', 'Caitlyn']","['Dead Moon Rising', 'Janna']","['G2 Cat', 'Camille']","['Racuchy ArQuela', 'Kayn']","['Bissejr15', 'Twitch']","['sudden sky', 'Kalista']","['Rodeeur', 'Rakan']",Victoire des Bleus
134,"['Icksonny', 'Syndra']","['Joiningplay', 'Talon']","['MôônLight37', 'Darius']","['Machal', 'Draven']","['Rodeeur', 'Rakan']","['talking2myself', 'Gangplank']","['Tømrer Nicklas', 'Trundle']","['YaoMing872', 'Kassadin']","['jona xd', 'Ezreal']","['Shinobi Ili', 'Yuumi']",Victoire des Bleus
135,"['Maksimmuscles', 'Maokai']","['Shötô', 'Volibear']","['Pietroxtar', 'Azir']","['Hewse', 'Sivir']","['Rodeeur', 'Rakan']","['JURI1', 'Teemo']","[' ZG FORSAKEN', 'Lillia']","['zakdoekje', 'Cassiopeia']","['Mauzej', 'KogMaw']","['Janna 911', 'Lulu']",Victoire des Bleus
136,"['Edward Amos', 'Aatrox']","['Tíjoo', 'Kindred']","['Stormer221', 'Syndra']","['Gumasushï', 'Caitlyn']","['Rodeeur', 'Velkoz']","['RGM Mariovlad', 'Kled']","['Veni Vidi Vici V', 'Udyr']","['LucasBLH', 'Seraphine']","['Albó', 'Samira']","['Keria Risu', 'Nautilus']",Victoire des Bleus
137,"['theres no answer', 'Chogath']","['abc123456', 'Khazix']","['SpoηgeTop', 'Zed']","['MUTE ALL XDD', 'Sivir']","['Rookie551', 'Lux']","['Shonen Fan', 'Pantheon']","['Alldart IsComing', 'Shaco']","['Andu West', 'Viktor']","['BadbutLawyer', 'Xayah']","['Rodeeur', 'Rakan']",Victoire des Bleus
138,"['TBR GOLONDRINO', 'Rumble']","['lich blade', 'Olaf']","['Kral Kurama', 'Syndra']","['Turkîsh Uzi ', 'Draven']","['Rodeeur', 'Rakan']","['Bennyy', 'Ornn']","['Peøn', 'Poppy']","['Jhimy', 'Jhin']","['NTRZRK', 'Karthus']","['Taraxx', 'Janna']",Victoire des Rouges
139,"['Teuta', 'Sett']","['KatataFisch', 'Graves']","['Ohrch', 'Vex']","['Depressed soloq', 'Draven']","['KAWAII BUSTER', 'Pyke']","['R4C Cutlight', 'Aatrox']","['Hearsthanks ', 'Diana']","['OVERD0SE', 'Gragas']","['WHY Ekoko', 'Xayah']","['Rodeeur', 'Rakan']",Victoire des Rouges
140,"['temptoznmhcuwaxl', 'Sion']","['łwx', 'Graves']","['11BENNI', 'Viktor']","['cheeseburger44', 'Twitch']","['Rodeeur', 'Rakan']","['Król Gucio', 'Vayne']","['ok fat', 'LeeSin']","['0011', 'Akali']","['Sandels6pck', 'Aphelios']","['GAG0D', 'Sett']",Victoire des Bleus
141,"['FlowST3R', 'Aatrox']","['xzhy', 'LeeSin']","['Hokkus', 'Malzahar']","['asdfdssdfdsa', 'MissFortune']","['Zylian Mbombbé', 'Zilean']","['manecasss', 'Akali']","['gus48', 'Khazix']","['Dunjovača', 'Vladimir']","['Boubsho', 'Ezreal']","['Rodeeur', 'Rakan']",Victoire des Bleus
142,"['1351818', 'Aatrox']","['Signupter', 'Diana']","['XJack Of HeartsX', 'Camille']","['nounours attak', 'Zeri']","['Rodeeur', 'Rakan']","['gilm', 'DrMundo']","['hsn3', 'Warwick']","['Teannealda', 'Azir']","['Tr4montana', 'Lucian']","['Maffe', 'Galio']",Victoire des Bleus
143,"['smiling hampster', 'Jax']","['Pls Dont Ban Yi', 'MasterYi']","['Estratega', 'Akali']","['Slikkepínden', 'Kaisa']","['Rodeeur', 'Rakan']","['Gloomeh', 'Camille']","['Signupter', 'Diana']","['Teannealda', 'Viktor']","['ZwiS', 'Jhin']","['Xavvy', 'Karma']",Victoire des Bleus
144,"['Backrooms lvl188', 'Gangplank']","['OTP Zac', 'Evelynn']","['TwTv XeraXyT', 'Qiyana']","['2Wings 0Brain', 'Anivia']","['Rodeeur', 'Rakan']","['Yuyan', 'Tryndamere']","['saglou', 'Elise']","['Flaga', 'Lissandra']","['badonkus', 'Jhin']","['ΩTun', 'Pantheon']",Victoire des Rouges
145,"['HxH is back', 'Jax']","['Kweezer', 'Ekko']","['alesauna', 'Syndra']","['Samprass', 'Aphelios']","['Müllhülle', 'Twitch']","['Pliskin95', 'Nasus']","['Hiroto', 'Vi']","['only love me', 'Katarina']","['lìl ambivert', 'MissFortune']","['Rodeeur', 'Rakan']",Victoire des Rouges
146,"['Sono Berzerk', 'Tryndamere']","['Kommander Kris', 'Vi']","['Noced', 'Vex']","['Galeforce Gary', 'Xayah']","['Rodeeur', 'Rakan']","['LeSko ROARRRRRRR', 'Sion']","['iiLunatiC', 'Gragas']","['Prinsu V2', 'Azir']","['hugs enjoyer', 'MissFortune']","['OUTTA THIS WORLD', 'Leona']",Victoire des Rouges
147,"['Más allá', 'Garen']","['RouzerLanie8', 'Belveth']","['ketchup on pasta', 'Syndra']","['1 Matin 1 Lapin', 'Xayah']","['Quipito', 'Bard']","['Mr Gros Biceps', 'Sett']","['Fíddlestíckś', 'FiddleSticks']","['MD Lancelot', 'Viktor']","['RID SergioRammus', 'Jinx']","['Rodeeur', 'Rakan']",Victoire des Rouges
148,"['G2 Cat', 'Maokai']","['TOG Inugami', 'Nidalee']","['Chaosbunny', 'Tristana']","['ALFASPIRATEUR', 'Ezreal']","['Rodeeur', 'Rakan']","['Bioniks1', 'Sett']","['Travi', 'JarvanIV']","['FreakyFredy', 'Akali']","['sun isäs', 'Twitch']","['D4 tour guide', 'Heimerdinger']",Victoire des Rouges
149,"['Ta Zai Deng Wo', 'Fiora']","['IlIllIIIlIlIII', 'Sejuani']","['IWANNA TOUNH', 'Kassadin']","['FF Mimic', 'Xayah']","['Rodeeur', 'Rakan']","['festoyadonsnous', 'Yone']","['Phallus le Brave', 'Volibear']","['Addepadde123', 'Katarina']","['Du Ion Slo', 'Samira']","['Mister Burns', 'Amumu']",Victoire des Bleus
150,"['QianyeYinger', 'Irelia']","['sanzeau', 'Skarner']","['Rodeeur', 'Ahri']","['Ghost Delux', 'Caitlyn']","['H2Ocean', 'Morgana']","['IWANNA TOUNH', 'Akali']","['Goliahh', 'LeeSin']","['NomNomDonuts', 'Katarina']","['i hαte supports', 'Jhin']","['TheMononoke', 'Lux']",Victoire des Bleus
151,"['Slayedchick Beyn', 'Sett']","['Maître Shîfu', 'Hecarim']","['PMU Zaki ', 'Velkoz']","['KetaKarl', 'MissFortune']","['syzyfowa praca', 'Janna']","['Assassin path', 'Vayne']","['Moët Meyer', 'Amumu']","['XBredi', 'Leblanc']","['Sahnekapsel69', 'Jinx']","['Rodeeur', 'Rakan']",Victoire des Bleus
152,"['Pedro Peligro', 'Ornn']","['Ekkualizer', 'Ekko']","['TESknightt', 'Sylas']","['PaluPavueeeee', 'Samira']","['Rodeeur', 'Rakan']","['Piruriru', 'Seraphine']","[' Broeki1 enjoyer', 'Viego']","['flip n fun', 'Irelia']","['philipdebom', 'Kalista']","['For The Hοrde', 'Zyra']",Victoire des Bleus
153,"['Stabby Tabby', 'Rengar']","['Nukano', 'Shyvana']","['Xeñor', 'Zilean']","['hateful lover', 'Kaisa']","['Rodeeur', 'Rakan']","['XiaoXingXíng', 'Jax']","['hRxCnEric', 'Sejuani']","['Dawn of Fuzee', 'Kassadin']","['drachiB', 'Varus']","['Ranked Aram 1', 'Elise']",Victoire des Bleus
