,Blue Top,Blue Jungle,Blue Mid,Blue Carry,Blue Support,Red Top,Red Jungle,Red Mid,Red Carry,Red Support,Outcome
1395,"['zaiiche', 'Olaf']","['IDZAFHRZGJHK', 'Graves']","['EnBilligBlåMand', 'Varus']","['sµzy', 'Aphelios']","['One Δutumn Leaf', 'Lulu']","['Andrias', 'Darius']","['Dingléberry', 'Karthus']","['Ev4ndar', 'Yone']","['tru3no', 'Jhin']","['MUC Mangover', 'Senna']",True
1396,"['zaiiche', 'MonkeyKing']","['Sergej Mažibrada', 'RekSai']","['jojopyun fan1', 'Azir']","['Gerator', 'Varus']","['Sixpack Taric', 'Bard']","['zZZZ Name change', 'Aatrox']","['king sinnerxd', 'Khazix']","['Killenjak', 'Viktor']","['OldHands', 'Ezreal']","['Xefyst', 'Janna']",True
1397,"['zaiiche', 'Ornn']","['eLS Pochita Fan ', 'RekSai']","['BL Koni', 'Viktor']","['Eine Kleine', 'Aphelios']","['Kralos', 'Sona']","['Hushini', 'Gwen']","['bob le schizo', 'Graves']","['Sábado Rebelde', 'TwistedFate']","['Tetoner Fanboy', 'Vayne']","['Badabouing', 'Karma']",True
1398,"['ACE Kalle', 'Poppy']","['5013', 'Shaco']","['CAT EYEBR0WS', 'Diana']","['heroic moron', 'Kaisa']","['IKAPOC', 'Pyke']","['zaiiche', 'Sion']","['Pepospo', 'Elise']","['Adrien Agrεstε', 'Akali']","['Eine Kleine', 'Varus']","['Badabouing', 'Karma']",True
1399,"['Krytybu', 'Karthus']","['Mafia jungler', 'Khazix']","['DREAMCATCHΕR', 'Yone']","['roadtomaster59', 'Caitlyn']","['MrBrudas', 'Lux']","['zaiiche', 'Olaf']","['C63 AMG S', 'Evelynn']","['kind potato', 'Rumble']","['Slyv3r', 'MissFortune']","['LookMelnTheEyes', 'Thresh']",False
1400,"['spawn good team', 'Shen']","['zaiiche', 'Khazix']","['Shàrkyy', 'Cassiopeia']","['jogo merdoso', 'Twitch']","['Djexf', 'Lulu']","['Kenjingua', 'Aatrox']","['L C ', 'Hecarim']","['poponut kid', 'Tristana']","['REASXN', 'Varus']","['Évil Gameruiner', 'Pyke']",True
1401,"['nuWOP TFT', 'Irelia']","['i kindred abuser', 'Kindred']","['myra the meow', 'Sylas']","['EkoII', 'Jinx']","['UwuEmpress', 'Renata']","['zaiiche', 'Olaf']","['CakeMaster21', 'Viego']","['rοku v3', 'Katarina']","['Bírth by Sléép', 'Caitlyn']","['GigaChadGameplay', 'Karma']",True
1402,"['zaiiche', 'Gragas']","['T bone sțeak', 'Viego']","['kv4', 'Vladimir']","['uWillBeSoD1', 'Jhin']","['Cory Under', 'Karma']","['Enrique Iglesías', 'Pantheon']","['Tyshiro', 'XinZhao']","['Officer Helge', 'Fizz']","['Goshush', 'Draven']","['could win', 'Nami']",True
1403,"['zaiiche', 'Olaf']","['Abraction', 'Elise']","['informan', 'Yone']","['PBE Cyplex', 'Kaisa']","['GRP aChuckArell', 'Karma']","['twtv Khomzar', 'KSante']","['Tak', 'Evelynn']","['we scale no ff', 'Yasuo']","['booooo RAT', 'Twitch']","['jjustcan', 'Yuumi']",False
1404,"['Sprϊng', 'Aatrox']","['VNMVNMVNMVNM', 'Hecarim']","['Calculations', 'Neeko']","['Toxotai', 'Lucian']","['apegallobelotti9', 'Janna']","['zaiiche', 'MonkeyKing']","['EssenceBleu', 'JarvanIV']","['TMT Boryoku', 'Ahri']","['ψ ßαŘκS ψ', 'Kaisa']","['Prøgress', 'Nami']",True
1405,"['JhinTopNoTroVII', 'Jhin']","['Εnding', 'MasterYi']","['Sábado Rebelde', 'Xerath']","['Sorshy', 'Kaisa']","['Mx5 JForteX', 'Nautilus']","['zaiiche', 'Sejuani']","['Dhalianoir', 'Khazix']","['Noyea', 'Syndra']","['6W3N', 'MissFortune']","['ALieNNatiøN', 'Brand']",True
1406,"['BA2030', 'Yone']","['250e Fat Master', 'Kayn']","['i wanna go', 'Akali']","['RE Oceancroc', 'Ezreal']","['Sana OwO', 'Zilean']","['zaiiche', 'Gragas']","['Laszk', 'Diana']","['Julio Sanfroi', 'Talon']","['Dogmentalzork', 'Kaisa']","['Tasharel', 'Nautilus']",False
1407,"['Designerr', 'Shen']","['iFatiko', 'Lillia']","['Wîńd', 'Yasuo']","['RAT DOT COM', 'Kaisa']","['Snipeform', 'Nautilus']","['zaiiche', 'Olaf']","['ννs', 'Elise']","['PikaZZ', 'Zed']","['BBEMERGENCYSRY', 'Aphelios']","['Im Rick James', 'Karma']",False
1408,"['55KG Bench PR', 'Camille']","['Skittysh', 'Ekko']","['BEASTonMID', 'Katarina']","['Beably', 'Vayne']","['Vá Béne', 'Yuumi']","['zaiiche', 'MonkeyKing']","['Θne Autumn Leaf', 'Nunu']","['Sherwan', 'Ryze']","['Yuzze', 'Ezreal']","['ANTONIO COSTA', 'Blitzcrank']",False
1409,"['zaiiche', 'Olaf']","['mray21', 'Nunu']","['JMGG Druust', 'Syndra']","['MAV Plastik', 'Aphelios']","['Mx5 JForteX', 'Karma']","['Miveth', 'Riven']","['Always Ban Yuumi', 'Evelynn']","['xfiles24', 'Yone']","['Supp is infIated', 'Karthus']","['Tywin Lannister ', 'Lux']",False
1410,"['Theodorus101', 'Gnar']","['froy1', 'Evelynn']","['eyaN', 'Orianna']","['PrinCeSsE GrèGÎ', 'Jinx']","['Spunyx', 'Taric']","['zaiiche', 'MonkeyKing']","['MILF 1 KM AWAY', 'LeeSin']","['Varusdog', 'Viego']","['felfela ', 'Kaisa']","['Centulion', 'Nami']",False
1411,"['Ehab ElRamboo', 'Aatrox']","['Never Achiever', 'Viego']","['BojlerWrócił', 'Vladimir']","['tru3no', 'Jhin']","['IlloJuanFanbøy', 'Soraka']","['Callous feets', 'Yone']","['tempfhcsqmtiryym', 'Hecarim']","['Kuro Fukurô', 'Swain']","['Gabe Deutsch', 'Jinx']","['mbpcdhqan', 'Yuumi']",True
1412,"['Strey en mission', 'Olaf']","['KageTsuri', 'Graves']","['brokenbutheartly', 'Syndra']","['uwu heIIo kitty', 'Taliyah']","['Princesse Galio', 'Bard']","['Oblivion Orb', 'Lulu']","['IlIl ıÐµûń IIll', 'FiddleSticks']","['Sigwil', 'Galio']","['Gabe Deutsch', 'Jinx']","['Phyneedr', 'Soraka']",True
1413,"['Grusbär', 'Tryndamere']","['Michael Schur', 'Graves']","['Sh1bbz', 'Shen']","['Goliahh', 'Vayne']","['JD EL REMPALAGOS', 'Thresh']","['xXx ZED X ', 'KSante']","['Silent Boss ', 'Kindred']","['Kurejas', 'Viktor']","['C0ffeeMachine', 'Ashe']","['Dbebe', 'Morgana']",False
1414,"['Unwanted Kid', 'Gangplank']","['Silent Boss ', 'Khazix']","['resilience32', 'Varus']","['exalted3', 'Caitlyn']","['Moca Agressiva', 'Lux']","['Pankiu', 'Olaf']","['Neleatinfero', 'Shyvana']","['Oh my Magaz', 'Gragas']","['Htyd', 'Kaisa']","['BotBeasten', 'Senna']",True
1415,"['UNAVOIDABLEDEATH', 'Talon']","['Nugget Nibbler', 'Lillia']","['Rudnar1', 'Mordekaiser']","['Quento', 'Ezreal']","['JD EL REMPALAGOS', 'Thresh']","['Peavey Classic', 'Zed']","['Silent Boss ', 'MonkeyKing']","['FishBurgler', 'Yasuo']","['eskiden ilahtım', 'Kaisa']","['Its Lyst', 'Amumu']",False
1416,"['MINATOAQUA7', 'Fiora']","['Me6 Jungle', 'Ekko']","['Pirozzi', 'Pantheon']","['ibte', 'Kaisa']","['tytanic', 'Amumu']","['Yueguishuu', 'Darius']","['Silent Boss ', 'Belveth']","['TheMilkywayLord', 'Azir']","['MakeNoEyeBro', 'Varus']","['ysseL', 'Thresh']",True
1417,"['Ivan la int', 'DrMundo']","['Flareοn', 'Zed']","['Bota Rompida', 'Vex']","['Hilal', 'Xayah']","['kiαnα', 'Janna']","['LOUD VOICËS ', 'Akali']","['Silent Boss ', 'Graves']","['Fip', 'Irelia']","['ICED CWOFFEE', 'Ezreal']","['Swagstiaan', 'Karma']",False
1418,"['Despinpower', 'Shen']","['Silent Boss ', 'Belveth']","['ƒried Chicken', 'Ahri']","['Ruityde', 'Vayne']","['Yunishy', 'Nami']","['Lord Freshdürüm', 'Maokai']","['gcgwgh', 'Diana']","['Pro GP', 'LeeSin']","['Emo Rakan', 'Kaisa']","['Kamiyo', 'Janna']",True
1419,"['Eboy Blacksys', 'Volibear']","['dontJOKEwME', 'Graves']","['FrogAstronaut69', 'Akali']","['ghkidbxvu', 'Twitch']","['ÐΕVΙL', 'Lulu']","['TheMilkywayLord', 'KSante']","['Silent Boss ', 'Nidalee']","['Huwsegopra', 'Akshan']","['Chaeldoith', 'Lucian']","['Trbo', 'Nami']",False
1420,"['Fck shotlouuuf', 'Gnar']","['RammusEnthusiast', 'Rammus']","['Skafander ', 'Viktor']","['wTkLkNAlston', 'Nilah']","['Kenker', 'Sona']","['Kiszembabatag', 'Riven']","['Silent Boss ', 'MonkeyKing']","['Adc Tryout', 'Varus']","['Give up Reality', 'Kaisa']","['tytanic', 'Blitzcrank']",True
1421,"['GeraldinevJx', 'Gangplank']","['l mute aIl', 'Talon']","['Allan BRR', 'Syndra']","['Gumasushï', 'Draven']","['Fakersillo', 'Leona']","['Woriomee', 'Shen']","['Silent Boss ', 'Graves']","['Akalipodefresagg', 'Lux']","['Give up Reality', 'Kaisa']","['Hi Im Demon', 'Nautilus']",True
1422,"['TTN Dindon', 'Ornn']","['Silent Boss ', 'Viego']","['Jujujulll', 'Cassiopeia']","['ThomasloI', 'Ezreal']","['itisvik', 'Senna']","['floris75', 'Shen']","['damon3435', 'Mordekaiser']","['Bad VelKoz', 'Velkoz']","['Łancey Foux', 'Xayah']","['Blitzy nya', 'Soraka']",False
1423,"['MJC Caclochard', 'Gangplank']","['Oracle Karken ', 'Elise']","['ΖEΖE', 'Syndra']","['GodEner7', 'Caitlyn']","['mouserbraker', 'Bard']","['KBNUEVEE9', 'Quinn']","['Silent Boss ', 'Graves']","['Kim Chαewon', 'Ahri']","['DoW Black', 'Varus']","['Jara', 'Amumu']",False
1424,"['Vant3', 'KSante']","['Saitamaro', 'Mordekaiser']","['Nayor', 'Sylas']","['DEFT S0N', 'Ashe']","['AshenΚnight', 'Pyke']","['iTzArmyP99', 'Udyr']","['Silent Boss ', 'Gwen']","['IlIlllIIl', 'Jayce']","['LCKAD123123', 'Kaisa']","['DaniFuFuù', 'Nautilus']",True
1425,"['Nayor', 'Aatrox']","['Let me fear you', 'FiddleSticks']","['JaZers', 'Graves']","['Happy CloudyDayy', 'Kaisa']","['Rσzkυrvίtσv', 'Janna']","['SigmäMindset', 'Akali']","['Silent Boss ', 'Kindred']","['LeTiClown', 'Velkoz']","['idk how to adc ', 'Caitlyn']","['helpmequitlol', 'Karma']",False
1426,"['VlaD1ck', 'Yone']","['ZAC AP ENJOYER', 'Zac']","['piQuch v2', 'Zed']","['Ua Ho11y', 'Ezreal']","['LeTiClown', 'Velkoz']","['doIpe', 'Yorick']","['Silent Boss ', 'Gwen']","['brateboi', 'Anivia']","['idk how to adc ', 'Kaisa']","['dumbmfblonde', 'Twitch']",False
1427,"['RammusEnthusiast', 'DrMundo']","['Silent Boss ', 'Graves']","['pixhr', 'Syndra']","['LFT Pazuzu', 'Kaisa']","['LE SHARKOUILLE', 'Lux']","['qvjhjozow', 'Yone']","['FéniX v2', 'Nocturne']","['TíItlord', 'Twitch']","['far', 'Ashe']","['Gregmerdinger', 'Heimerdinger']",False
1428,"['FUT Nano', 'Camille']","['Silent Boss ', 'Viego']","['depressedx307', 'Anivia']","['Ninja Tiger', 'Sivir']","['Urseyaziza', 'Ashe']","['Cry if mad', 'Jax']","['Cassìopeìa', 'Graves']","['NHKicky', 'Zoe']","['Big Barry 00', 'Kaisa']","['no creativity z', 'Amumu']",True
1429,"['the baer king', 'Kled']","['ŽŻŽŻŽŻŽŻŽŻŽŻŽŻŽŻ', 'Belveth']","['Oh my Magaz', 'Gragas']","['DaxArion', 'Jhin']","['Nightmare Ripper', 'Pyke']","['V9A Rem', 'Ezreal']","['Silent Boss ', 'Graves']","['Virgin Gamer v2', 'Azir']","['Hattor1s', 'Lucian']","['Mmitomonyle', 'Nami']",False
1430,"['R3 LuTTiFoX', 'Riven']","['Silent Boss ', 'Viego']","['SL Path', 'Sylas']","['Ialreadygaveup', 'Twitch']","['ImLvl 1Weak', 'Leona']","['Ruxaevas', 'Kayle']","['stfufatuglynerds', 'Shaco']","['Relax1', 'Shen']","['Knilzz', 'Nilah']","['jegalèreaupad', 'Yuumi']",False
1431,"['IFast Improvingl', 'Irelia']","['Silent Boss ', 'Graves']","['snowRedBull', 'Syndra']","['i miss 2018', 'Kaisa']","['PALMARIUS', 'Twitch']","['ya alah disaster', 'Camille']","['Onaoanceyl', 'Udyr']","['ya aIah disaster', 'Zoe']","['UwUYoureSoWarm', 'Lucian']","['Supp Husbando', 'Yuumi']",False
1432,"['RO MidLaner HD', 'Camille']","['Always Ban Yuumi', 'Evelynn']","['HiAndromon', 'Zed']","['love ill girls', 'Nilah']","['UUZ', 'Senna']","['JBL Enjoyer', 'Rengar']","['Silent Boss ', 'Belveth']","['La poney savante', 'Lissandra']","['ISTANBUL PASIF', 'Samira']","['iyon ali', 'Nautilus']",True
1433,"['Allan BRR', 'Syndra']","['Silent Boss ', 'Taliyah']","['Gakuto sama', 'Fiora']","['Xtak', 'Jhin']","['Princess Blanket', 'Seraphine']","['Ondiannellat', 'Heimerdinger']","['Endsky', 'Lillia']","['GR4NDPAS4GGYT1TS', 'Irelia']","['Shtarel1on', 'Kaisa']","['paga la coca', 'Karma']",True
1434,"['Camillεon', 'Camille']","['NUNÙ ABUSER', 'Graves']","['Quick Learning', 'Sylas']","['einud', 'Samira']","['Εric Dampierre', 'Thresh']","['cartohca', 'Gangplank']","['Silent Boss ', 'Kindred']","['Cybinikanj', 'TwistedFate']","['Give up Reality', 'Kaisa']","['SLY Lìne', 'Leona']",True
1435,"['I have HIV', 'Kayle']","['IamStrauss', 'Kayn']","['PBar', 'Fizz']","['KARIM BENZEMΑ', 'Kalista']","['John Krαmer ', 'Renata']","['Just Average', 'Fiora']","['Silent Boss ', 'Gwen']","['Exudios', 'Zed']","['ADC Live Matter', 'Lucian']","['Rhaastakoué', 'Nami']",True
1436,"['DeimosXPhobos', 'Viego']","['Silent Boss ', 'Hecarim']","['Kim T', 'Irelia']","['UwUForfun', 'Kaisa']","['Laktrin', 'Pyke']","['Büyük SlowLeR', 'Sejuani']","['1vs9 GOD FIDDLE', 'Shyvana']","['Eladrya', 'Anivia']","['Massiivinen', 'Varus']","['HAN KE BAC TINH', 'Thresh']",False
1437,"['le gars LINO', 'Singed']","['Lźo', 'Ivern']","['cebula na wescie', 'Graves']","['Kim T', 'Kalista']","['OOGAA BUGAA', 'Xerath']","['FaceOblivion117', 'Kaisa']","['Silent Boss ', 'Nidalee']","['Mgkvxhf', 'Zed']","['AfterTheTears', 'Ezreal']","['Twtv KongKenta', 'Bard']",True
1438,"['Buck La Baston', 'KSante']","['Austrian Diff', 'Kindred']","['qvjhjozow', 'Viktor']","['Syrela', 'Caitlyn']","['Aelys0', 'Yuumi']","['forsen sub', 'Jax']","['Silent Boss ', 'Graves']","['Danmoreng', 'Malzahar']","['RLB SmokedWizard', 'Jhin']","['Tee Tiger', 'Renata']",False
1439,"['xS3XY D3STR0Y3Rx', 'DrMundo']","['Silent Boss ', 'Gwen']","['Dei Mac', 'Azir']","['Itsashane', 'Lucian']","['Luminous Binding', 'Nami']","['TOFAROS', 'Riven']","['described object', 'Hecarim']","['Araiaxz Bumaye', 'Zilean']","['2555c2ab858f4458', 'Yasuo']","['xxTtroyyxx', 'Taric']",False
1440,"['Pilisti', 'Warwick']","['Ruphus', 'Mordekaiser']","['SamiTheKid ', 'Syndra']","['Xtak', 'Ezreal']","['Charsh', 'Yuumi']","['nnhofvipa', 'Jayce']","['Silent Boss ', 'Belveth']","['Dei Mac', 'Viktor']","['Iann Barker', 'Kaisa']","['BigBadAndMad', 'Senna']",False
1441,"['Carreo a Culonas', 'Camille']","['Silent Boss ', 'Gwen']","['Darkest Templar', 'Jayce']","['edqtuz', 'Kaisa']","['KBZ BlooBzY', 'Nautilus']","['twtvDarienLoL', 'KSante']","['i quit jungling', 'Udyr']","['AfterTheTears', 'Zed']","['Pikaqu', 'Ezreal']","['BigBadAndMad', 'Senna']",False
1442,"['Eryk', 'Yone']","['Floriwood', 'Elise']","[' BORNFR0MPAIN', 'Twitch']","['zHdYTernence', 'MissFortune']","['Elo Fairy', 'Yuumi']","['Sorry iam Darius', 'Camille']","['Silent Boss ', 'Belveth']","['aKat 47', 'Katarina']","['TTV Rat lRL', 'Karthus']","['azzbuTT', 'Blitzcrank']",False
1443,"['ColosaIu', 'Shen']","['Silent Boss ', 'Gwen']","['Heaumeau', 'Zilean']","['LurrionV2', 'Caitlyn']","['xue yijing xia', 'Lux']","['olegnalehcim', 'Jax']","['GENERAL ISHII', 'Ivern']","['IlIIlIIllIIlIIl', 'Viktor']","['Marcv1', 'Varus']","['Zoe1v5', 'Nautilus']",False
1444,"['Ravexy Is Back', 'Kled']","['oRisko', 'MonkeyKing']","['KimBorà', 'Vladimir']","['Atilla POLAT', 'Kaisa']","['ßelgíum', 'Leona']","['UP5 Akirei', 'Camille']","['Silent Boss ', 'Gwen']","['TwitchSchintzo ', 'Yone']","['The Rili', 'Varus']","['cJyXnNSabina', 'Xerath']",True
1445,"['NERF RANGED', 'Gangplank']","['ObeseBlackWoman', 'Karthus']","['Nidalift', 'Yasuo']","['BFG Sensas', 'Kaisa']","['Lin Ford', 'Maokai']","['Laast Dance', 'Fiora']","['Silent Boss ', 'Belveth']","['Uciu', 'Vex']","['HamcHi', 'Lucian']","['EU DOGGO', 'Nami']",True
1446,"['Zeka Enjoyer UwU', 'Akali']","['Silent Boss ', 'Belveth']","['000000001', 'Vladimir']","['MUKĄNJYO', 'KogMaw']","['NubichitoPro', 'Soraka']","['IsmaiI', 'Irelia']","['Sup2020', 'Kayn']","['Pókemon', 'Yone']","['6400 DPI', 'Viktor']","['ThreeDaysOfRain', 'Senna']",True
1447,"['YouGotRivened', 'Riven']","['Silent Boss ', 'Graves']","['LackingSerotonin', 'Akali']","['FULCRUM JG ACC', 'Ezreal']","['Gutes Spiel', 'Yuumi']","['dumbmfblonde', 'Ornn']","['Majin Adem', 'MasterYi']","['Carεfull', 'Ahri']","['Lincoln Cherry', 'Kaisa']","['Yosuone', 'Elise']",True
1448,"['Gaze comme en 40', 'Singed']","['Zeke18', 'Hecarim']","['The Three Ways', 'Ekko']","['arutnevMAMBA', 'Ashe']","['EIMAI O SATANICO', 'Brand']","['run0100', 'Camille']","['Silent Boss ', 'Gwen']","['xXMK7Xx', 'Corki']","['GHTChaos', 'Draven']","['DND Enthusiast', 'Maokai']",True
1449,"['DeghSante', 'Belveth']","['Silent Boss ', 'Gwen']","['derpeiz', 'Sylas']","['Sandura', 'Lucian']","['zouflain', 'Nami']","['NIGERIAN FIST', 'Janna']","['salned', 'Hecarim']","['DIEU NOIR', 'Malzahar']","['MidLaneAbusers', 'Draven']","['Foxer', 'Renata']",True
1450,"['Bueno Ist Liebe', 'Tryndamere']","['Silent Boss ', 'Gwen']","['ECScarlett', 'Graves']","['Dépresif 2 Baisé', 'Ezreal']","['Iam Exiled Angel', 'Pyke']","['Kalistran', 'Riven']","['Peavey Classic', 'Zed']","['Giyuu99', 'Ahri']","['clown moment', 'Jinx']","['KC Momo', 'Bard']",True
1451,"['BabyVipes', 'Illaoi']","['Raffaele520', 'Sylas']","['ventari 22222222', 'Katarina']","['TOPGBEHAVIOUR', 'Samira']","['L9LU', 'Leona']","['Vergelta', 'Sion']","['Silent Boss ', 'Gwen']","['Schore Stefan', 'Anivia']","['Sleeping Gen1us', 'Ezreal']","['Imaqtpyke', 'Pyke']",False
1452,"['lqbggpen', 'Jax']","['Silent Boss ', 'Belveth']","['Millieryg', 'Kassadin']","['G2 Villain', 'Ezreal']","['aPhilip', 'Senna']","['Kreayze', 'Shen']","['Tiger Shark', 'Shyvana']","['Heeeelt Crainyy', 'Katarina']","['aKat 47', 'Samira']","['S1G JyzenJ', 'Thresh']",True
1453,"['RIV Frozzen Edge', 'Shen']","['DaylightBE', 'Diana']","['VG Goku', 'Zed']","['aKat 47', 'Samira']","['Silent Boss ', 'Syndra']","['Barry Garnet', 'Mordekaiser']","['Zzwip', 'LeeSin']","['Tobnuss', 'Katarina']","['Kent 8 Lung', 'Nilah']","['nessik', 'Senna']",True
1454,"['Sassy Nik', 'Aatrox']","['eskiden ilahtım', 'Zed']","['FaceBaIIs', 'Fizz']","['d e a m m', 'Varus']","['Solidalo', 'Velkoz']","['KUANGXIAOZI', 'Fiora']","['Silent Boss ', 'Belveth']","['BileygOneEye', 'Lissandra']","['Kim Chαewon', 'Ashe']","['Parane', 'Zyra']",False
1455,"['CManiac Kormarg', 'Shen']","['wohaoxiangjia', 'Graves']","['MeDro', 'Akali']","['LFT Xynthias', 'Jayce']","['sindel', 'Ashe']","['Racon Dog Camper', 'Sion']","['Silent Boss ', 'Gwen']","['PaIeIa', 'Veigar']","['idk how to adc ', 'Jhin']","['LE SHARKOUILLE', 'Lux']",True
1456,"['Gama07', 'Jax']","['KittyBoy AlanMID', 'Qiyana']","['Zephyr1', 'Ryze']","['IWannaFallInLove', 'Varus']","['Silent Boss ', 'Syndra']","['Tavaa', 'Kled']","['Phimeria', 'RekSai']","['Swe1to', 'Velkoz']","['mvp mvp mvp', 'Samira']","['bad genetics', 'Maokai']",True
1457,"['teemojohan', 'Teemo']","['Silent Boss ', 'Gwen']","['Iron IV Hasaki', 'Aatrox']","['LXKAOwl', 'Caitlyn']","['ZqXY', 'Karma']","['Tavaa', 'Kled']","['millimaxidan', 'Graves']","['let me inside u', 'Yone']","['SupportedDamage', 'Lucian']","['KC Kurumi', 'Nami']",False
1458,"['GigaChadGameplay', 'Urgot']","['TBN Harry', 'Ekko']","['adamzouza', 'Ryze']","['RickyRuthless1', 'Ezreal']","['Rose again', 'Soraka']","['BigMactrox', 'Aatrox']","['Silent Boss ', 'Gwen']","['Google Worker', 'Zed']","['Fænnec', 'MissFortune']","['seltsamespoolvid', 'Janna']",True
1459,"[' ƒΔßÏδ GΔmÏng', 'Kayle']","['Psihy', 'RekSai']","['Silent Boss ', 'Syndra']","['Kraddyyy', 'Kalista']","['mattiamaso', 'Renata']","['OLB Cloyy', 'Sett']","['trolgo', 'Zac']","['DoW Black', 'Ezreal']","['PracticeAcc0', 'Varus']","['Jara', 'Seraphine']",True
1460,"['TTN Dindon', 'Ornn']","['Silent Boss ', 'Gwen']","['m0rdredjr', 'Katarina']","['KARCASS INT ACC', 'Lucian']","['cest1 v2', 'Pyke']","['use top', 'Rengar']","['Cosmic Silence', 'Karthus']","['shh voices', 'Kalista']","['itisvik', 'Twitch']","['Le Chibromasoeur', 'FiddleSticks']",True
1461,"['DFTO Tales', 'Yone']","['Acc for salé', 'MonkeyKing']","['L9mbo Huracan', 'Sylas']","['real catboy maid', 'Ezreal']","['Dunneboshond', 'Rakan']","['Shøgün ', 'Darius']","['Silent Boss ', 'Viego']","['shh voices', 'Kalista']","['DNSTARS', 'Lucian']","['Gogochandelbusch', 'Xerath']",False
1462,"['TTLQAQ', 'Olaf']","['Silent Boss ', 'LeeSin']","['user314414513', 'Ekko']","['inceptiοn', 'Ezreal']","['RolePlayer', 'Ashe']","['krzakogon', 'Trundle']","['DPS Agonys', 'Gragas']","['FaKinGo', 'Sylas']","['real catboy maid', 'Kaisa']","['Chelly Reche', 'KogMaw']",False
1463,"['LEC RISING STAR', 'Camille']","['Silent Boss ', 'Graves']","['iMusa3d', 'Kassadin']","['Spitzy º', 'Vayne']","['1AutumnLeaf', 'Senna']","['Darkshwadox', 'Fiora']","['Suchy Karaluch', 'JarvanIV']","['Stejhu', 'Nasus']","['kirsikkacola', 'Varus']","['Sinen', 'Sylas']",True
1464,"['LEC RISING STAR', 'Camille']","['Silent Boss ', 'Nidalee']","['IncognitoZ', 'Zed']","['Fail emotions', 'Caitlyn']","['ilovethunder', 'Renata']","['Darkshwadox', 'Renekton']","['Sinen', 'XinZhao']","['Lovely Guy', 'Katarina']","['kirsikkacola', 'Xayah']","['Toji Fûshiguro', 'FiddleSticks']",True
1465,"['ad8p', 'Olaf']","['AR Drip', 'Mordekaiser']","['Ciwi', 'Syndra']","['LangeweileGaming', 'Caitlyn']","['nik3001520', 'Nami']","['Piotrusk', 'Rengar']","['Silent Boss ', 'Graves']","['Yllätykseen', 'Anivia']","['ProTestSkill', 'Lucian']","['Regenstoß', 'Lux']",False
1466,"['Fawkes1', 'Olaf']","['0jbk', 'LeeSin']","['NEXT YUGZ', 'Viktor']","['iknuJ', 'Jinx']","['AF Varily', 'Janna']","['Algoryfm', 'Camille']","['Silent Boss ', 'Belveth']","['sarah ahmed', 'Katarina']","['prefixprime', 'Ezreal']","['FPX Doinbbbb', 'Blitzcrank']",False
1467,"['Fodbolden', 'Jax']","['Silent Boss ', 'Kindred']","['sarah ahmed', 'Katarina']","['Arelzian', 'Varus']","['Effendi Öcalan', 'Karma']","['Algoryfm', 'Akali']","['Maître Žen', 'Ivern']","['Rubikscube', 'Akshan']","['prefixprime', 'Lucian']","['WinnieeThePooh', 'Nami']",True
1468,"['HE Buglife', 'Camille']","['ChaffyGravy', 'FiddleSticks']","['FaKinGo', 'Yone']","['NalfarQcamon', 'Tristana']","['Old Shatterhand', 'Rakan']","['TOG Zedism', 'Ekko']","['Silent Boss ', 'Viego']","['FRANSKO LE DOZ0', 'Akali']","['AALLES KLAR', 'Lucian']","['Siegfried v2', 'Karma']",True
1469,"['Bestin Jucker', 'Volibear']","['YUJINMING', 'Ekko']","['Yibiris2019', 'Velkoz']","['MisterJhingles', 'Ezreal']","['Cateban Schweeen', 'Maokai']","['sirro0ster', 'Camille']","['Silent Boss ', 'Qiyana']","['FaKinGo', 'Sylas']","['NalfarQcamon', 'Tristana']","['Hausmusik', 'Nidalee']",True
1470,"['Mestari Jupe', 'KSante']","['Silent Boss ', 'LeeSin']","['Not Velistite', 'Vladimir']","['konahx', 'Nilah']","['Sevgilim Vardı', 'Nautilus']","['Me Big Yi Le NoF', 'Darius']","['KHO Yuri', 'Kayn']","['FncFlyingPenguin', 'Karma']","['Grotzmok', 'Ashe']","['Korpsesy', 'Janna']",False
1471,"['Fool of ä Took ', 'Sejuani']","['s9 saylar', 'FiddleSticks']","['Majister', 'Yone']","['ΣLECTŘΛ ', 'Samira']","['sweet4you', 'Thresh']","['Fráz', 'Lillia']","['Eltigrehuevn', 'Kayn']","['Silent Boss ', 'Graves']","['FrostyLovesOppai', 'Aphelios']","['Muronuedoda', 'Xerath']",True
1472,"['OLB Cloyy', 'MonkeyKing']","['Aurelion Sol God', 'Ivern']","['xEmta', 'Zed']","['Casper Drømme', 'Lucian']","['RodízioDeConaça', 'Nami']","['Vant3', 'KSante']","['Silent Boss ', 'Graves']","['Kapsel', 'Brand']","['tidra', 'Twitch']","['The Tyrone', 'Senna']",False
1473,"['Torn winter', 'Camille']","['KHAPYBARA', 'Khazix']","['Elefantenklo', 'Kassadin']","['zls', 'Draven']","['SCHWIBBLI', 'Senna']","['MistiqueX', 'Jax']","['Silent Boss ', 'Ezreal']","['Halbua', 'Ryze']","['YLClyde', 'Nilah']","['Kenker', 'Sona']",True
